935;Белый;Тверская область
936;Бологое;Тверская область
937;Весьегонск;Тверская область
938;Вышний Волочёк;Тверская область
939;Западная Двина;Тверская область
940;Зубцов;Тверская область
941;Калязин;Тверская область
942;Кашин;Тверская область
943;Кимры;Тверская область
944;Конаково;Тверская область
945;Красный Холм;Тверская область
946;Кувшиново;Тверская область
947;Лихославль;Тверская область
948;Нелидово;Тверская область
949;Осташков;Тверская область
950;Ржев;Тверская область
951;Старица;Тверская область
952;Тверь;Тверская область
953;Торжок;Тверская область
954;Торопец;Тверская область
955;Удомля;Тверская область
956;Асино;Томская область
957;Кедровый;Томская область
958;Колпашево;Томская область
959;Северск;Томская область
960;Стрежевой;Томская область
961;Томск;Томская область
962;Алексин;Тульская область
963;Белёв;Тульская область
964;Богородицк;Тульская область
965;Болохово;Тульская область
966;Венёв;Тульская область
967;Донской;Тульская область
968;Ефремов;Тульская область
969;Кимовск;Тульская область
970;Киреевск;Тульская область
971;Липки;Тульская область
972;Новомосковск;Тульская область
973;Плавск;Тульская область
974;Суворов;Тульская область
975;Тула;Тульская область
976;Узловая;Тульская область
977;Чекалин;Тульская область
978;Щёкино;Тульская область
979;Ясногорск;Тульская область
980;Советск;Тульская область
981;Ак-Довурак;Тыва
982;Кызыл;Тыва
983;Туран;Тыва
984;Чадан;Тыва
985;Шагонар;Тыва
986;Заводоуковск;Тюменская область
987;Ишим;Тюменская область
988;Тобольск;Тюменская область
989;Тюмень;Тюменская область
990;Ялуторовск;Тюменская область
991;Воткинск;Удмуртия
992;Глазов;Удмуртия
993;Ижевск;Удмуртия
994;Камбарка;Удмуртия
995;Можга;Удмуртия
996;Сарапул;Удмуртия
997;Барыш;Ульяновская область
998;Димитровград;Ульяновская область
999;Инза;Ульяновская область
1000;Новоульяновск;Ульяновская область
1001;Сенгилей;Ульяновская область
1002;Ульяновск;Ульяновская область
1003;Амурск;Хабаровский край
1004;Бикин;Хабаровский край
1005;Вяземский;Хабаровский край
1006;Комсомольск-на-Амуре;Хабаровский край
1007;Николаевск-на-Амуре;Хабаровский край
1008;Советская Гавань;Хабаровский край
1009;Хабаровск;Хабаровский край
1010;Абаза;Хакасия
1011;Абакан;Хакасия
1012;Саяногорск;Хакасия
1013;Сорск;Хакасия
1014;Черногорск;Хакасия
1015;Белоярский;Ханты-Мансийский авт. окр.
1016;Когалым;Ханты-Мансийский авт. окр.
1017;Лангепас;Ханты-Мансийский авт. окр.
1018;Лянтор;Ханты-Мансийский авт. окр.
1019;Мегион;Ханты-Мансийский авт. окр.
1020;Нефтеюганск;Ханты-Мансийский авт. окр.
1021;Нижневартовск;Ханты-Мансийский авт. окр.
1022;Нягань;Ханты-Мансийский авт. окр.
1023;Покачи;Ханты-Мансийский авт. окр.
1024;Пыть-Ях;Ханты-Мансийский авт. окр.
1025;Радужный;Ханты-Мансийский авт. окр.
1026;Советский;Ханты-Мансийский авт. окр.
1027;Сургут;Ханты-Мансийский авт. окр.
1028;Урай;Ханты-Мансийский авт. окр.
1029;Ханты-Мансийск;Ханты-Мансийский авт. окр.
1030;Югорск;Ханты-Мансийский авт. окр.
1031;Аша;Челябинская область
1032;Бакал;Челябинская область
1033;Верхнеуральск;Челябинская область
1034;Верхний Уфалей;Челябинская область
1035;Еманжелинск;Челябинская область
1036;Златоуст;Челябинская область
1037;Карабаш;Челябинская область
1038;Карталы;Челябинская область
1039;Касли;Челябинская область
1040;Катав-Ивановск;Челябинская область
1041;Копейск;Челябинская область
1042;Коркино;Челябинская область
1043;Куса;Челябинская область
1044;Кыштым;Челябинская область
1045;Магнитогорск;Челябинская область
1046;Миасс;Челябинская область
1047;Миньяр;Челябинская область
1048;Нязепетровск;Челябинская область
1049;Озёрск;Челябинская область
1050;Пласт;Челябинская область
1051;Сатка;Челябинская область
1052;Сим;Челябинская область
1053;Снежинск;Челябинская область
1054;Трёхгорный;Челябинская область
1055;Троицк;Челябинская область
1056;Усть-Катав;Челябинская область
1057;Чебаркуль;Челябинская область
1058;Челябинск;Челябинская область
1059;Южноуральск;Челябинская область
1060;Юрюзань;Челябинская область
1061;Аргун;Чечня
1062;Грозный;Чечня
1063;Гудермес;Чечня
1064;Урус-Мартан;Чечня
1065;Шали;Чечня
1066;Алатырь;Чувашия
1067;Канаш;Чувашия
1068;Козловка;Чувашия
1069;Мариинский Посад;Чувашия
1070;Новочебоксарск;Чувашия
1071;Цивильск;Чувашия
1072;Чебоксары;Чувашия
1073;Шумерля;Чувашия
1074;Ядрин;Чувашия
1075;Анадырь;Чукотский авт. окр.
1076;Билибино;Чукотский авт. окр.
1077;Певек;Чукотский авт. окр.
1078;Алдан;Якутия
1079;Верхоянск;Якутия
1080;Вилюйск;Якутия
1081;Ленск;Якутия
1082;Мирный;Якутия
1083;Нерюнгри;Якутия
1084;Нюрба;Якутия
1085;Олёкминск;Якутия
1086;Покровск;Якутия
1087;Среднеколымск;Якутия
1088;Томмот;Якутия
1089;Удачный;Якутия
1090;Якутск;Якутия
1091;Губкинский;Ямало-Ненецкий авт. окр.
1092;Лабытнанги;Ямало-Ненецкий авт. окр.
1093;Муравленко;Ямало-Ненецкий авт. окр.
1094;Надым;Ямало-Ненецкий авт. окр.
1095;Новый Уренгой;Ямало-Ненецкий авт. окр.
1096;Ноябрьск;Ямало-Ненецкий авт. окр.
1097;Салехард;Ямало-Ненецкий авт. окр.
1098;Тарко-Сале;Ямало-Ненецкий авт. окр.
1099;Гаврилов-Ям;Ярославская область
1100;Данилов;Ярославская область
1101;Любим;Ярославская область
1102;Мышкин;Ярославская область
1103;Переславль-Залесский;Ярославская область
1104;Пошехонье;Ярославская область
1105;Ростов;Ярославская область
1106;Рыбинск;Ярославская область
1107;Тутаев;Ярославская область
1108;Углич;Ярославская область
1109;Ярославль;Ярославская область
